Level_ID,Name,Weather,LevelTag,FeatureUnlock,ShuffleDistance,ServeableSlots,QueueString,GridString,CustomerString,OutOfSlotPolicy,BoosterCharges,IngredientWeights,CustomerDishesSequence,ComplexityCurve,ShuffleCurve,DesignNote,RandomSeed,ObstacleData,BagFill
23,Level 23,Normal,Normal,,0,2,"0,1,16:2,8,7,8,0,10,13:2,1,12,2:2,0,0,3:2,2:2,8,1,16:2,8,0,5:3,1,0,7,1,1%3:2,2:2,10,9,8,0,2:2,16:2,0,9,0,0,1,0,0,0,0,3:2,12,0,2:2,3:2,7,2:2,8,3:2%5:3,12,7,16:2,7,11,1,0,5:3,16:2,3:2,1,3:2,5:3,1,7,2:2,11,7,1,0,0,8,1,0,0",",,,,,,,,,","0;0;0;{c0:17.{g0:20.22.18.19}},{c2:{g1:28}.{g2:16}}|0;0;0;{c2:{g1:26}.{g2:16}},{c1:24.8}|0;0;0;{c2:{g1:25}.{g2:16}},{c1:24.8}|0;0;0;{c1:24.8},{c0:17.{g0:22.19}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:19.18}},{c0:17.{g0:22.19}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:22.20.18}}|0;0;0;{c2:{g1:25}.{g2:16}},{c2:{g1:28}.{g2:16}},{c2:{g1:26}.{g2:16}}|0;0;0;{c0:17.{g0:20.22.19}},{c0:17.{g0:18.20.19}}|0;0;0;{c0:17.{g0:18.20}},{c0:17.{g0:22.20}}|0;0;0;{c0:17.{g0:22.20}},{c0:17.{g0:22.20}}|0;0;0;{c0:17.{g0:18.22.19}},{c0:17.{g0:20.22.19}}|0;0;0;{c1:24.8},{c0:17.{g0:19.18.20}}|0;0;0;{c2:{g1:27}.{g2:16}},{c2:{g1:28}.{g2:16}},{c1:24.8}|0;0;0;{c0:17.{g0:18.19}},{c0:17.{g0:20.19}}|0;0;0;{c0:17.{g0:19.18.20}},{c1:24.8}|0;0;0;{c0:17.{g0:19.18.22}},{c1:24.8}|0;0;0;{c0:17.{g0:18.20.19}},{c0:17.{g0:20.18.22}}|0;0;0;{c2:{g1:29}}",,,c0:100;c1:62;c2:76;8:58;16:100;17:100;18:70;19:80;20:67;22:100;24:100;25:65;26:61;27:59;28:58;29:55,2;2;2;3;3;2;2;2;3;2;2;3;3;2;2;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":14},""keyframes"":[{""x"":0,""y"":0.5,""tangent"":0},{""x"":1,""y"":0.5,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":3},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,2308690413,ingredientLock=1;lockKey=1;hidden=2;frozen=3;combined=2;timed=2,
24,Level 24,Normal,Normal,,0,2,"9,8,4:2,7,0,4:2,10,2:2,0,2:2,16:2,7,11,0,16:2,7,4:2,9,0,12,8,7%0,16:2,0,8,6,6,15:2,7,0,10,0,8,15:2,11,9,8,11,16:2,2:2,16:2,0%15:2,2:2,6,0,5:3,7,16:2,8,6,15:2,0,7,0,11,12,0,15:2,0,6,15:2,6%7,5:3,10,2:2,0,8,0,12,5:3,12,4:2,8,6,15:2,16:2,6,13:2,6,12,7,9$$1-2,0-6;3-4,2-6;1-9,2-12;1-15,0-18",",,,,,,,,,","0;0;0;{c2:{g1:25}.{g2:16.30}},{c1:24.8}|0;0;0;{c0:17.{g0:19.22.21}},{c0:17.{g0:22.23.21.19}}|0;0;0;{c2:{g1:26}.{g2:30.16}},{c1:24.8},{c0:17.{g0:19.22}}|0;0;0;{c0:17.{g0:23.19.22}},{c0:17.{g0:21.23.22}}|0;0;0;{c1:24.8},{c2:{g1:26}.{g2:30.16}}|0;0;0;{c0:17.{g0:19}},{c1:24.8},{c2:{g1:28}.{g2:30}}|0;0;0;{c0:17.{g0:21.19.22}},{c0:17.{g0:23.22.19}}|0;0;0;{c2:{g1:26}.{g2:30.16}},{c2:{g1:28}.{g2:30.16}},{c1:24.8}|0;0;0;{c0:17.{g0:22}},{c0:17.{g0:21}}|0;0;0;{c1:24.8},{c2:{g1:27}.{g2:30.16}}|0;0;0;{c0:17.{g0:23}},{c0:17.{g0:21}}|0;0;0;{c2:{g1:27}.{g2:30.16}},{c2:{g1:25}.{g2:16.30}},{c2:{g1:27}.{g2:30}}|0;0;0;{c2:{g1:28}.{g2:16}},{c1:24.8},{c0:17.{g0:23.19.21}};;3|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:25}.{g2:16}},{c0:17.{g0:23}}|0;0;0;{c0:17.{g0:19.22.23}},{c2:{g1:28}.{g2:16.30}},{c2:{g1:27}.{g2:30}}|0;0;0;{c2:{g1:28}.{g2:16.30}},{c1:24.8}|0;0;0;{c2:{g1:29}}|0;0;0;{c0:17.{g0:23.21.19}},{c2:{g1:25}.{g2:30.16}},{c1:24};;1",,,c0:85;c1:56;c2:100;8:68;16:73;17:100;19:76;21:69;22:76;23:85;24:100;25:100;26:100;27:100;28:100;29:48;30:79,3;2;3;2;2;3;2;2;3;2;3;2;2;3;2;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0.5,""tangent"":0},{""x"":1,""y"":0.5,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,2576764870,lockKey=2;hidden=4;frozen=3;linked=2;combined=2;timed=2;shipper=1;boss=1,
25,Level 25,Normal,Normal,,0,2,"0,3:2,0#2,11,7,2:2,0,15:2,9#2,2:2,5:3,8,8#2,0,7,0#2,3:2,8,7,16:2#2,1,7,0#2,10,13:2,1%6,10#2,0#2,0,8,5:3#2,6#2,7,16:2,3:2#2,12,13:2,0,2:2#2,8#2,1,7,11,8,15:2,2:2#2,8#2,1,16:2,12,6%5:3,15:2#2,1#2,3:2,0,7#2,12#2,8,15:2,0#2,0,16:2,6,6#2,0#2,5:3,8,15:2,11,9,0#2,0#2,0,10,16:2%2:2,16:2,9#2,6,1,8,16:2,12,0#2,1,7,7,1#2,3:2,1,0#2,7,16:2,12,0#2,6,3:2,6#2,15:2,0$$1-3,0-5;3-7,2-8,1-7;0-12,1-14;0-19,1-21;1-24,2-22",",,,,,,,,,","0;0;0;{c0:17.{g0:23.22.19.20}},{c0:17.{g0:22}}|0;0;0;{c0:17.{g0:19.18.22.20}},{c2:{g1:25}.{g2:16.30}},{c2:{g1:26}.{g2:30.16}}|0;0;0;{c2:{g1:27}},{c0:17.{g0:20.23}}|0;0;0;{c1:24.8},{c0:17.{g0:18.20.19.22}},{c1:24.8}|0;0;0;{c0:17.{g0:19.23.22}},{c2:{g1:28}.{g2:16.30}}|0;0;0;{c1:24.8},{c2:{g1:28}.{g2:16.30}}|0;0;0;{c2:{g1:25}.{g2:16.30}},{c0:17.{g0:19.20.22}}|0;0;0;{c1:24.8},{c2:{g1:29}.{g2:16}}|0;90;0;{c0:17.{g0:18.22.19}},{c2:{g1:28}.{g2:16.30}},{c0:17.{g0:20}};;6|0;0;0;{c1:24.8},{c0:17.{g0:23.18.22}}|0;0;0;{c0:17.{g0:19.23.20}},{c1:24.8}|0;0;0;{c0:17.{g0:18.19.22}},{c0:17.{g0:18.20.22}}|0;0;0;{c0:17.{g0:20}},{c1:24.8},{c1:24.8}|0;0;0;{c2:{g1:27}.{g2:30.16}},{c2:{g1:29}.{g2:16}}|0;0;0;{c1:24.8},{c2:{g1:27}.{g2:16.30}}|0;0;0;{c2:{g1:28}.{g2:16.30}},{c2:{g1:25}.{g2:30.16}}|0;0;0;{c0:17.{g0:22.18.19}},{c0:17.{g0:22.20.23}}|0;0;0;{c0:17.{g0:20}},{c0:17.{g0:18}};;1|0;0;0;{c0:17.{g0:23}},{c2:{g1:26}.{g2:16}},{c2:{g1:26}.{g2:30}}|0;0;0;{c2:{g1:29}.{g2:16}},{c1:24.8}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:28}.{g2:16.30}},{c0:17.{g0:20.19.18.23}};;1",,,c0:100;c1:76;c2:75;8:100;16:100;17:100;18:100;19:100;20:100;22:100;23:100;24:100;25:100;26:100;27:100;28:100;29:53;30:100,3;2;2;3;2;2;2;3;2;2;2;2;3;2;2;2;2;2;3;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0.5,""tangent"":0},{""x"":1,""y"":0.5,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,832575896,ingredientLock=2;hidden=2;frozen=4;linked=2;combined=1;timed=2;shipper=1;boss=1,
26,burger_26,Normal,Normal,,0,2,"0,2:2,7,0,4:2,1,7,1,0,5:3,6,1,0,2:2,7,5:3,0,0,6,8,2:2,5:3,1,5:3,8,4:2,8,6%7,8,0,1,0,0,8,4:2,1,6,0,0,7,6,7,8,6,2:2,4:2,0,1,0,1,0,6,0%4:2,6,1,5:3,2:2,5:3,2:2,0,7,2:2,4:2,0,8,4:2,8,0,1,1,0,7,1,6,2:2,0,7,1,7,1","#2:1,,#2:5,,#2:7,,,,,","0;0;0;{c0:17.{g0:21.23.18}},{c1:24.8}|0;0;0;{c0:17.{g0:22.21.19}},{c0:17.{g0:19.18.21.22}}|0;0;0;{c1:24.8},{c0:17.{g0:18.19.21.22}},{c1:24}|0;0;0;{c0:17.{g0:22.19.18}},{c0:17.{g0:21.22.19}}|0;0;0;{c0:17.{g0:18.19.22.21}},{c1:24},{c1:24.8}|0;0;0;{c0:17.{g0:18.19.21.22}},{c0:17.{g0:22.19.21.23}}|0;0;0;{c0:17.{g0:23.21.22.19}},{c1:24.8}|0;0;0;{c1:24.8},{c0:17.{g0:21.19.22.23.18}}|0;0;0;{c0:17.{g0:22.19}},{c0:17.{g0:23.21.19}}|0;0;0;{c0:17.{g0:18.19.22}},{c0:17.{g0:18.22}}|0;0;0;{c0:17.{g0:23.19.22.18}},{c1:24.8}|0;0;0;{c0:17.{g0:22.19.18.23}},{c0:17.{g0:21.22.18}}|0;0;0;{c1:24.8},{c0:17.{g0:18.22.21.23}}|0;0;0;{c1:24.8},{c0:17.{g0:21.18.23.22.19}}",,,c0:100;c1:67;8:80;14:83;16:43;17:100;18:68;19:90;21:90;22:94;23:66;24:100;25:66;26:33;27:70;28:35;29:38;30:66,3;2;3;2;2;2;2;2;2;3;1;2;3;2;2;2;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0,""tangent"":0},{""x"":1,""y"":1,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,2992046726,ingredientLock=1;lockKey=1;hidden=5;frozen=2;linked=1;combined=1;timed=2,
27,burger_27,Normal,Normal,,0,2,"0,2:2,13:2,16:2,11,8,3:2,16:2,0,9,1,6,3:2,0%5:3,11,0,10,16:2,9,1,10,6,16:2,7,2:2,13:2,6%4:2,15:2,6,7,15:2,0,10,7,4:2,0,8,0,7,7%3:2,16:2,12,8,7,6,15:2,8,1,5:3,0,6,12,8","#2:1,#2:2,#2:4,#2:6,#2:8,,,,,","0;0;0;{c0:17.{g0:22.21.20.19}},{c2:{g1:27}.{g2:30.16}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:23.22.20}},{c2:{g1:28}.{g2:16}}|0;0;0;{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:26}.{g2:16.30}},{c1:24.8}|0;0;0;{c2:{g1:27}.{g2:16.30}},{c1:24.8},{c2:{g1:25}.{g2:16.30}}|0;0;0;{c0:17.{g0:23.20.21.18}},{c2:{g1:26}.{g2:30.16}}|0;0;0;{c2:{g1:26}.{g2:16.30}},{c1:24.8}|0;0;0;{c0:17.{g0:22.23.20.21.18}},{c2:{g1:25}.{g2:16}}|0;0;0;{c0:17.{g0:22.19.18.21}},{c1:24.8}|0;0;0;{c0:17.{g0:22.23.19}},{c0:17.{g0:22.23.20}}|0;0;0;{c1:24},{c2:{g1:28}},{c0:17.{g0:20.19.23}}|0;0;0;{c1:24.8},{c2:{g1:29}}|0;0;0;{c2:{g1:29}.{g2:16}}",,,c0:100;c1:66;c2:100;8:77;14:63;16:92;17:20;18:40;19:44;20:32;21:49;22:87;23:60;24:36;25:37;26:85;27:54;28:36;29:21;30:45,3;2;1;2;3;2;2;1;2;2;3;1,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0.15,""tangent"":0},{""x"":0.25,""y"":0.9,""tangent"":0},{""x"":0.62,""y"":0.95,""tangent"":0},{""x"":0.85,""y"":0.4,""tangent"":0},{""x"":1,""y"":0.12,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,791125274,lockKey=2;hidden=2;frozen=3;linked=1;combined=1,
28,burger_28,Normal,Normal,,0,2,"0,2:2,0,2:2,0,4:2,15:2,16:2,11,10,14:2,3:2,2:2,4:2,9%4:2,10,4:2,3:2,3:2,0,0,12,0,16:2,12,10,4:2,5:3,0%14:2,3:2,12,0,11,3:2,2:2,15:2,0,0,9,15:2,0,2:2,3:2%5:3,15:2,14:2,5:3,0,9,5:3,9,4:2,5:3,16:2,14:2,3:2,10,0%0,11,0,4:2,2:2,14:2,11,14:2,3:2,9,0,0,0,16:2","#2:2,#2:4,#2:8,#2:4,#2:1,,,,,","0;0;0;{c0:17.{g0:21.20.22}},{c0:17.{g0:19.22.21}}|0;0;0;{c2:{g1:27}.{g2:14}},{c0:17.{g0:19.20.21.22}},{c2:{g1:26}.{g2:30.14}}|0;0;0;{c0:17.{g0:19.20.21}},{c0:17.{g0:22.21.20}}|0;0;0;{c0:17.{g0:21.22.20.19}},{c2:{g1:27}.{g2:14}},{c2:{g1:28}.{g2:14.30}}|0;0;0;{c0:17.{g0:19.20.21}},{c0:17.{g0:21.22.20.19}}|0;0;0;{c0:17.{g0:19.22}},{c2:{g1:27}.{g2:16.30}},{c2:{g1:25}.{g2:14.30}}|0;0;0;{c2:{g1:28}.{g2:14.16.30}}|0;0;0;{c2:{g1:25}.{g2:14}},{c2:{g1:27}},{c0:17.{g0:22.20.19}}|0;0;0;{c0:17.{g0:21.20.22}},{c0:17.{g0:20.22}};;3|0;0;0;{c2:{g1:26}.{g2:14.16.30}},{c2:{g1:25}.{g2:16.14}},{c0:17.{g0:20.21}}|0;0;0;{c2:{g1:26}.{g2:30.16.14}},{c2:{g1:28}.{g2:16}},{c2:{g1:25}.{g2:14}}|0;0;0;{c0:17.{g0:19.21.22.20}},{c0:17.{g0:19.21.20.22}}|0;0;0;{c0:17.{g0:20.21.22.19}},{c2:{g1:26}.{g2:14.16.30}},{c2:{g1:25}.{g2:16}}|0;0;0;{c0:17.{g0:20.19.22}},{c0:17.{g0:21.20.22}}",,,c0:100;c2:100;8:97;14:88;16:80;17:93;19:66;20:62;21:67;22:93;24:43;25:100;26:100;27:100;28:100;29:51;30:80,3;2;3;2;3;2;1;3;4;1;2;2;3;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":0},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,4017883015,lockKey=2;linked=1;combined=1;timed=3;boss=1,
29,burger_29,Normal,Normal,,0,2,"9,3:2,16:2,2:2,1,7,8,14:2,7,5:3,16:2,8,11,15:2,6,0,6,15:2,7%15:2,12,0,7,3:2,8,12,16:2,8,6,10,10,16:2,11,2:2,3:2,1,7,8%0,14:2,1,8,7,9,15:2,9,0,9,15:2,14:2,14:2,16:2,7,1,11,8,9%5:3,10,6,0,8,7,11,15:2,1,14:2,7,12,10,0,8,0,14:2,12","#2:2,,,#2:6,,,#2:4,,,#2:9","0;0;0;{c2:{g1:25}.{g2:30}},{c0:17.{g0:22.20}}|0;0;0;{c2:{g1:28}.{g2:14.30}},{c2:{g1:26}.{g2:16.14}}|0;0;0;{c0:17.{g0:18.22.23.19.20}},{c1:24.8}|0;0;0;{c0:17.{g0:22.18.20}},{c1:24.8},{c1:24.8}|0;0;0;{c2:{g1:25}.{g2:16}},{c1:24.8},{c2:{g1:28}.{g2:30}}|0;0;0;{c2:{g1:27}.{g2:14.16.30}},{c2:{g1:25}.{g2:30.14.16}},{c1:24.8}|0;0;0;{c0:17.{g0:18.20.19.22.23}},{c2:{g1:25}.{g2:30.14.16}}|0;0;0;{c2:{g1:26}.{g2:14.30}},{c1:24.8}|0;0;0;{c2:{g1:26}.{g2:30.14}},{c2:{g1:28}.{g2:16.14}}|0;0;0;{c2:{g1:27}.{g2:16.14}},{c2:{g1:26}.{g2:30.16}}|0;0;0;{c2:{g1:27}.{g2:30.14.16}},{c0:17.{g0:23.22.19}},{c1:24.8}|0;0;0;{c0:17.{g0:20.18.19.22}},{c0:17.{g0:20.23.18}}|0;0;0;{c1:24.8},{c2:{g1:28}.{g2:30.14}}|0;0;0;{c1:24.8},{c2:{g1:25}},{c2:{g1:27}.{g2:30.16.14}}",,,c0:100;c1:80;c2:100;8:75;14:80;16:77;17:100;18:97;19:71;20:90;22:84;23:76;24:100;25:100;26:100;27:100;28:100;30:90,2;2;2;3;3;3;2;2;2;2;3;3;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":14},""keyframes"":[{""x"":0,""y"":0.1,""tangent"":0},{""x"":0.18,""y"":0.9,""tangent"":0},{""x"":0.34,""y"":0.25,""tangent"":0},{""x"":0.5,""y"":0.95,""tangent"":0},{""x"":0.66,""y"":0.25,""tangent"":0},{""x"":0.82,""y"":1,""tangent"":0},{""x"":1,""y"":0.15,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":0},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,1472410219,ingredientLock=1;lockKey=1;hidden=3;frozen=2;combined=1;timed=3,
30,burger_30,Normal,Normal,,0,2,"0,7,14:2,3:2,7,13:2,3:2,15:2,5:3,0,3:2,10,0,7,0,5:3,2:2,15:2,0%4:2,8,12,2:2,0,0,4:2,9,1,1,11,7,1,8,1,3:2,4:2,14:2,1%5:3,0,16:2,0,3:2,1,7,7,11,0,14:2,8,4:2,10,2:2,1,12,7,7%2:2,10,0,1,2:2,0,16:2,0,13:2,1,12,7,9,15:2,0,0,16:2,8,8%3:2,15:2,0,5:3,4:2,1,12,2:2,16:2,2:2,16:2,8,16:2,14:2,4:2,0,10,11$$0-5,1-6;3-2,4-3;2-10,1-11;4-4,3-6;2-3,1-3;2-14,3-17;4-16,3-14;1-8,0-9;1-14,0-14","#2:1,,#2:12,,#2:1,,#2:4,,#2:6,","0;0;0;{c0:17.{g0:21.22.19.20}},{c1:24.8}|0;0;0;{c0:17.{g0:22}},{c2:{g1:26}.{g2:30.14}}|0;0;0;{c2:{g1:28}.{g2:16.30}},{c0:17.{g0:19.20.21}}|0;0;0;{c0:17.{g0:22.20.19}}|0;0;0;{c0:17.{g0:18.19.20.22}},{c1:24},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:20.19.21.22}},{c0:17.{g0:19.20.21.22.18}}|0;0;0;{c0:17.{g0:18.20.21}},{c1:24},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:28}.{g2:30}},{c2:{g1:25}.{g2:14}}|0;0;0;{c1:24},{c0:17.{g0:19.22.18.20}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:22.18.19.21}},{c0:17.{g0:18.19.20}}|0;0;0;{c2:{g1:27}.{g2:16.14}},{c2:{g1:29}},{c2:{g1:29}.{g2:16}}|0;90;0;{c1:24.8},{c0:17.{g0:18.19.21}},{c2:{g1:25}.{g2:16.14}};;6|0;0;0;{c2:{g1:28}.{g2:30.16}},{c2:{g1:26}.{g2:16}},{c1:24.8}|0;0;0;{c1:24.8},{c2:{g1:26}.{g2:30.14.16}}|0;0;0;{c0:17.{g0:21.18.22.19.20}},{c0:17.{g0:21.19.22.20.18}}|0;0;0;{c0:17.{g0:22.20.21}},{c0:17.{g0:19.22.21}}|0;0;0;{c2:{g1:26}.{g2:30.14.16}},{c1:24.8},{c2:{g1:28}.{g2:14.16.30}}|0;0;0;{c2:{g1:27}.{g2:14.30}},{c0:17.{g0:18.21.19}},{c1:24.8}",,,c0:100;c1:68;c2:83;8:78;14:76;16:75;17:100;18:69;19:79;20:83;21:81;22:88;24:99;25:100;26:100;27:100;28:100;29:55;30:74,2;2;3;2;2;3;3;2;3;3;2;3;3;2;3;2;3;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0.05,""tangent"":0},{""x"":0.55,""y"":0.28,""tangent"":0},{""x"":0.85,""y"":1,""tangent"":0},{""x"":1,""y"":0.65,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":0},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,0,hidden=3;frozen=1;linked=2;combined=1;timed=3;shipper=1,
31,Level 31,Normal,Normal,,0,2,"7,15:2#2,16:2#1:2,2:2,6,15:2#1:1,7#2,16:2#1:1,8,10#3:2,1,9,7%8,7#1:2,0,7,0,7,10#1:2,7#3:1,0,14:2,11,0#2%9,8#1:2,5:3,8,1#1:1,11,12#2,8#3:3,0,0,12,1#3:4%14:2,11,3:2,0,10#1:1,7,15:2#2,7#1:1,6#1:1,0,14:2,7$3-1,3-2,3-3;1-9,1-10;2-8,2-9,2-10;3-9,3-10,3-11;0-10,0-11,0-12$0-8,1-8;2-2,1-2;0-4,1-4;3-5,2-5",",,,#4:1:1,#4:3:1,#4:2:1,,#4:4:1,,","0;0;0;{c1:24.8}|0;0;0;{c2:{g1:25}.{g2:14.30}}|0;0;0;{c1:24.8},{c2:{g1:27}.{g2:16.30}}|0;0;0;{c0:17.{g0:22.20.19}},{c1:24.8},{c0:17.{g0:23.22}}|0;0;0;{c0:17.{g0:18}},{c2:{g1:26}.{g2:16.30}}|0;0;0;{c1:24},{c2:{g1:27}},{c1:24},{c1:24}|0;0;0;{c2:{g1:26}.{g2:14.30}},{c2:{g1:28}.{g2:30.16}}|0;0;0;{c1:24.8}|0;0;0;{c1:24.8},{c0:17.{g0:20}}|0;0;0;{c0:17.{g0:19.23}}|0;0;0;{c2:{g1:26}.{g2:14}},{c0:17.{g0:22}},{c0:17.{g0:18}}|0;0;0;{c2:{g1:27}.{g2:16.14}},{c2:{g1:28}.{g2:30.14}}|0;0;0;{c2:{g1:25}.{g2:14}},{c0:17.{g0:18}}|0;0;0;{c1:24},{c1:24}",,,c0:100;c1:77;c2:100;8:100;14:100;16:100;17:100;18:100;19:100;20:100;21:100;22:100;23:100;24:100;25:100;26:100;27:100;28:100;29:100;30:100,1;1;2;3;2;4;2;1;2;1;3;2;2;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":6},""keyframes"":[{""x"":0,""y"":0.1,""tangent"":0},{""x"":0.18,""y"":0.9,""tangent"":0},{""x"":0.34,""y"":0.25,""tangent"":0},{""x"":0.5,""y"":0.95,""tangent"":0},{""x"":0.66,""y"":0.25,""tangent"":0},{""x"":0.82,""y"":1,""tangent"":0},{""x"":1,""y"":0.15,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":0},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,1952298800,lockKey=4;hidden=5;frozen=10;linked=4;combined=5,
32,Level 32,Normal,Normal,,0,2,"11,7#2,8#1:2,0,15:2,8,0#2,2:2#1:1,10,7,8,16:2,0%16:2,8,7,4:2#1:1,0,0#1:2,1,1,13:2#2,8,0#2,9,6#2%15:2,7,8,5:3#2,1#2,2:2,6#2,16:2,16:2,15:2,7#2,0%14:2,8,12,3:2,10#2,0,0,14:2#2,7#2,14:2,8,7%13:2,7,14:2#1:1,9,7,3:2,6,15:2#2,8#2,7#1:1,10#2,8$0-10,0-11,0-12;3-1,3-2;0-9,1-9;3-5,3-6$2-7,1-7;2-1,1-1;2-9,3-9;1-11,2-11;2-2,1-2;1-4,0-4",",#2:9,#2:9,,,#2:3,#2:9,,,","0;60;0;{c2:{g1:27}.{g2:16.30.14}}|0;60;0;{c2:{g1:29}.{g2:14.16.30}},{c1:24.8}|0;60;0;{c1:24.8},{c1:24.8},{c1:24.8}|0;0;0;{c2:{g1:28}.{g2:14}},{c0:17.{g0:21.22.20}},{c2:{g1:25}.{g2:30}}|0;0;0;{c0:17.{g0:18.22}},{c2:{g1:26}.{g2:30.14}}|0;0;0;{c1:24.8},{c0:17.{g0:20.19}}|0;0;0;{c0:17.{g0:20.19}},{c0:17.{g0:18.23}}|0;0;0;{c0:17.{g0:21.23.19.18.22}}|0;0;0;{c2:{g1:29}.{g2:16.14.30}}|0;0;0;{c2:{g1:26}.{g2:16.30}},{c2:{g1:29}.{g2:14.16}}|0;0;0;{c1:24.8},{c1:24.8}|0;0;0;{c2:{g1:29}.{g2:16.30.14}}|0;0;0;{c1:24.8},{c0:17.{g0:20}},{c1:24.8}|0;0;0;{c2:{g1:26}.{g2:30.16}},{c2:{g1:25}.{g2:16.14}}|0;0;0;{c0:17.{g0:19}},{c1:24.8},{c0:17.{g0:23}}",,,c0:100;c1:64;c2:100;8:100;14:100;16:100;17:100;18:100;19:100;20:100;21:100;22:100;23:100;24:100;25:100;26:100;27:100;28:100;29:100;30:100,1;2;3;3;2;2;2;1;1;2;2;1;3;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":6},""keyframes"":[{""x"":0,""y"":1,""tangent"":0},{""x"":1,""y"":1,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":0},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,2943553302,orderLock=4;hidden=15;frozen=6;linked=6;combined=4;timed=3,
